file,label
000.mp4,REAL
000_003.mp4,FAKE
001.mp4,REAL
001_870.mp4,FAKE
002.mp4,REAL
002_006.mp4,FAKE
003.mp4,REAL
003_000.mp4,FAKE
004.mp4,REAL
004_982.mp4,FAKE
005.mp4,REAL
005_010.mp4,FAKE
006.mp4,REAL
006_002.mp4,FAKE
007.mp4,REAL
007_132.mp4,FAKE
008.mp4,REAL
008_990.mp4,FAKE
009.mp4,REAL
009_027.mp4,FAKE
010.mp4,REAL
010_005.mp4,FAKE
011.mp4,REAL
011_805.mp4,FAKE
012.mp4,REAL
012_026.mp4,FAKE
013.mp4,REAL
013_883.mp4,FAKE
014.mp4,REAL
014_790.mp4,FAKE
015.mp4,REAL
015_919.mp4,FAKE
016.mp4,REAL
016_209.mp4,FAKE
017.mp4,REAL
017_803.mp4,FAKE
018.mp4,REAL
018_019.mp4,FAKE
019.mp4,REAL
019_018.mp4,FAKE
020.mp4,REAL
020_344.mp4,FAKE
021.mp4,REAL
021_312.mp4,FAKE
022.mp4,REAL
022_489.mp4,FAKE
023.mp4,REAL
023_923.mp4,FAKE
024.mp4,REAL
024_073.mp4,FAKE
025.mp4,REAL
025_067.mp4,FAKE
026.mp4,REAL
026_012.mp4,FAKE
027.mp4,REAL
027_009.mp4,FAKE
028.mp4,REAL
028_068.mp4,FAKE
029.mp4,REAL
029_048.mp4,FAKE
030.mp4,REAL
030_193.mp4,FAKE
031.mp4,REAL
031_163.mp4,FAKE
032.mp4,REAL
032_944.mp4,FAKE
033.mp4,REAL
033_097.mp4,FAKE
034.mp4,REAL
034_590.mp4,FAKE
035.mp4,REAL
035_036.mp4,FAKE
036.mp4,REAL
036_035.mp4,FAKE
037.mp4,REAL
037_072.mp4,FAKE
038.mp4,REAL
038_125.mp4,FAKE
039.mp4,REAL
039_058.mp4,FAKE
040.mp4,REAL
040_997.mp4,FAKE
041.mp4,REAL
041_063.mp4,FAKE
042.mp4,REAL
042_084.mp4,FAKE
043.mp4,REAL
043_110.mp4,FAKE
044.mp4,REAL
044_945.mp4,FAKE
045.mp4,REAL
045_889.mp4,FAKE
046.mp4,REAL
046_904.mp4,FAKE
047.mp4,REAL
047_862.mp4,FAKE
048.mp4,REAL
048_029.mp4,FAKE
049.mp4,REAL
049_946.mp4,FAKE
050.mp4,REAL
050_059.mp4,FAKE
051.mp4,REAL
051_332.mp4,FAKE
052.mp4,REAL
052_108.mp4,FAKE
053.mp4,REAL
053_095.mp4,FAKE
054.mp4,REAL
054_071.mp4,FAKE
055.mp4,REAL
055_147.mp4,FAKE
056.mp4,REAL
056_996.mp4,FAKE
057.mp4,REAL
057_070.mp4,FAKE
058.mp4,REAL
058_039.mp4,FAKE
059.mp4,REAL
059_050.mp4,FAKE
060.mp4,REAL
060_088.mp4,FAKE
061.mp4,REAL
061_080.mp4,FAKE
062.mp4,REAL
062_066.mp4,FAKE
063.mp4,REAL
063_041.mp4,FAKE
064.mp4,REAL
